"Timestamp,""Total score"",""Bitte gebe deine Teilnehmer Id an"",""Bitte gebe deine Teilnehmer Id an [Score]"",""Bitte gebe deine Teilnehmer Id an [Feedback]"",""Bitte wähle das gerade gespielte Szenario aus"",""Bitte wähle das gerade gespielte Szenario aus [Score]"",""Bitte wähle das gerade gespielte Szenario aus [Feedback]"",""Wie mental anspruchsvoll war die Aufgabe?"",""Wie mental anspruchsvoll war die Aufgabe? [Score]"",""Wie mental anspruchsvoll war die Aufgabe? [Feedback]"",""Wie körperlich anspruchsvoll war die Aufgabe?"",""Wie körperlich anspruchsvoll war die Aufgabe? [Score]"",""Wie körperlich anspruchsvoll war die Aufgabe? [Feedback]"",""Wie eilig oder gehetzt war das Tempo der Aufgabe?"",""Wie eilig oder gehetzt war das Tempo der Aufgabe? [Score]"",""Wie eilig oder gehetzt war das Tempo der Aufgabe? [Feedback]"",""Wie erfolgreich warst du beim Erledigen der Aufgabe?"",""Wie erfolgreich warst du beim Erledigen der Aufgabe? [Score]"",""Wie erfolgreich warst du beim Erledigen der Aufgabe? [Feedback]"",""Wie hart musstest du arbeiten um dein Performancelevel zu erreichen?"",""Wie hart musstest du arbeiten um dein Performancelevel zu erreichen? [Score]"",""Wie hart musstest du arbeiten um dein Performancelevel zu erreichen? [Feedback]"",""Wie unsicher, entmutigt, genervt oder gestresst warst du?"",""Wie unsicher, entmutigt, genervt oder gestresst warst du? [Score]"",""Wie unsicher, entmutigt, genervt oder gestresst warst du? [Feedback]"",""Kommentare:"",""Kommentare: [Score]"",""Kommentare: [Feedback]"",""Insgesamt bin ihc zufrieden mit der Leichitgkeit der Erledigung der Aufgaben in diesem Szenario."",""Insgesamt bin ihc zufrieden mit der Leichitgkeit der Erledigung der Aufgaben in diesem Szenario. [Score]"",""Insgesamt bin ihc zufrieden mit der Leichitgkeit der Erledigung der Aufgaben in diesem Szenario. [Feedback]"",""Insgesamt bin ich zufrieden mit der Zeit, die ich gebraucht habe, um die Aufgabe in diesem Szenario zu erledigen."",""Insgesamt bin ich zufrieden mit der Zeit, die ich gebraucht habe, um die Aufgabe in diesem Szenario zu erledigen. [Score]"",""Insgesamt bin ich zufrieden mit der Zeit, die ich gebraucht habe, um die Aufgabe in diesem Szenario zu erledigen. [Feedback]"",""Kommentare:"",""Kommentare: [Score]"",""Kommentare: [Feedback]"",""Littst du unter (Reise-) Übelkeit oder Unbehagen (z.B. Schwindel, Übelkeit, Augenschmerzen) während der Nutzung des Systems?"",""Littst du unter (Reise-) Übelkeit oder Unbehagen (z.B. Schwindel, Übelkeit, Augenschmerzen) während der Nutzung des Systems? [Score]"",""Littst du unter (Reise-) Übelkeit oder Unbehagen (z.B. Schwindel, Übelkeit, Augenschmerzen) während der Nutzung des Systems? [Feedback]"",""Wenn ja, beschreibe/ nenne welche Symptome."",""Wenn ja, beschreibe/ nenne welche Symptome. [Score]"",""Wenn ja, beschreibe/ nenne welche Symptome. [Feedback]"",""Ich fand das System unnötig komplex."",""Ich fand das System unnötig komplex. [Score]"",""Ich fand das System unnötig komplex. [Feedback]"",""Ich fand das System einfach zu nutzen."",""Ich fand das System einfach zu nutzen. [Score]"",""Ich fand das System einfach zu nutzen. [Feedback]"",""Ich kann mir vorstellen, dass die meisten Leute schnell lernen würde das System zu benutzen."",""Ich kann mir vorstellen, dass die meisten Leute schnell lernen würde das System zu benutzen. [Score]"",""Ich kann mir vorstellen, dass die meisten Leute schnell lernen würde das System zu benutzen. [Feedback]"",""Ich fühlte mich zuversichtlich ebim Nutzen des Systems."",""Ich fühlte mich zuversichtlich ebim Nutzen des Systems. [Score]"",""Ich fühlte mich zuversichtlich ebim Nutzen des Systems. [Feedback]"",""Ich musste viele Dinge lernen bevor ich beginnen konnte mit dme System."",""Ich musste viele Dinge lernen bevor ich beginnen konnte mit dme System. [Score]"",""Ich musste viele Dinge lernen bevor ich beginnen konnte mit dme System. [Feedback]"",""Wie komfortabel hast du dich beim Benutzen des Systems gefühlt?"",""Wie komfortabel hast du dich beim Benutzen des Systems gefühlt? [Score]"",""Wie komfortabel hast du dich beim Benutzen des Systems gefühlt? [Feedback]"""
"2025/01/04 7:50:16 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""x button: audio"",""-- / 0"","""",""4"",""-- / 0"","""",""3"",""-- / 0"","""",""6"",""-- / 0"","""",""7"",""-- / 0"","""",""5"",""-- / 0"","""",""1"",""-- / 0"","""","""",""-- / 0"","""",""4"",""-- / 0"","""",""5"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""5"",""-- / 0"","""",""3"",""-- / 0"","""",""7"",""-- / 0"","""""
"2025/01/04 7:59:31 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""x button: visual + haptic + audio"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""5"",""-- / 0"","""",""4"",""-- / 0"","""",""5"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""5"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""""
"2025/01/04 8:05:40 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""x button:  visual + haptic"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""5"",""-- / 0"","""",""3"",""-- / 0"","""",""5"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""","""","""","""",""2"",""-- / 0"","""",""4"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""""
"2025/01/04 8:08:39 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""x button: visual"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""5"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""1"",""-- / 0"","""",""2"",""-- / 0"","""","""","""","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""""
"2025/01/04 8:12:57 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""trigger button: haptic"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""5"",""-- / 0"","""",""4"",""-- / 0"","""",""3"",""-- / 0"","""","""",""-- / 0"","""",""2"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""""
"2025/01/04 8:18:29 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""trigger button: visual + haptic + audio"",""-- / 0"","""",""3"",""-- / 0"","""",""6"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""""
"2025/01/04 8:21:47 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""trigger button: visual + haptic"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""3"",""-- / 0"","""",""2"",""-- / 0"","""",""4"",""-- / 0"","""""
"2025/01/04 8:26:49 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""trigger button: visual + haptic + audio"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""""
"2025/01/04 8:32:23 PM GMT,""0.00 / 0"",""11"",""-- / 0"","""",""trigger button: visual"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""2"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""2"",""-- / 0"","""""
"2025/01/04 8:40:09 PM GMT,""0.00 / 0"",""12"",""-- / 0"","""",""trigger button: audio"",""-- / 0"","""",""3"",""-- / 0"","""",""3"",""-- / 0"","""",""4"",""-- / 0"","""",""6"",""-- / 0"","""",""6"",""-- / 0"","""",""4"",""-- / 0"","""","""",""-- / 0"","""",""6"",""-- / 0"","""",""7"",""-- / 0"","""","""",""-- / 0"","""",""Nein"",""-- / 0"","""","""",""-- / 0"","""",""1"",""-- / 0"","""",""5"",""-- / 0"","""",""5"",""-- / 0"","""",""5"",""-- / 0"","""",""1"",""-- / 0"","""",""5"",""-- / 0"","""""
