Time; Event Name; Button; Feedback; Target Path; Target Distance; Target Speed; Accuracy
141.589; Study Start
148.452; Target spawned
159.883; Before Click; X; Practice; Static; 2.73; 0; 88.84
159.883; Button Pressed; X; Practice; Static; 2.73; 0; 88.84
159.883; Target Shot
160.384; Target destroyed
161.386; Target respawned
178.650; Before Click; X; Practice; Static; 2.76; 0; 92.68
178.650; Button Pressed; X; Practice; Static; 2.76; 0; 92.68
178.650; Target Shot
179.151; Target destroyed
180.154; Target respawned
181.685; Before Click; X; Practice; Static; 2.74; 0; 94.08
181.685; Button Pressed; X; Practice; Static; 2.74; 0; 94.08
181.685; Target Shot
182.186; Target destroyed
183.188; Target respawned
184.469; Before Click; X; Practice; Static; 2.74; 0; 97.36
184.469; Button Pressed; X; Practice; Static; 2.74; 0; 97.36
184.469; Target Shot
184.970; Target destroyed
185.973; Target respawned
187.310; Before Click; X; Practice; Static; 2.74; 0; 98.11
187.310; Button Pressed; X; Practice; Static; 2.74; 0; 98.11
187.310; Target Shot
187.811; Target destroyed
188.813; Target respawned
191.041; Before Click; X; Practice; Static; 2.75; 0; 97.50
191.041; Button Pressed; X; Practice; Static; 2.75; 0; 97.50
191.041; Target Shot
191.542; Target destroyed
192.545; Target respawned
195.301; Before Click; X; Practice; Static; 2.73; 0; 98.06
195.301; Button Pressed; X; Practice; Static; 2.73; 0; 98.06
195.301; Target Shot
195.802; Target destroyed
196.805; Target respawned
227.239; Before Click; X; Practice; Static; 2.74; 0; 97.40
227.239; Button Pressed; X; Practice; Static; 2.74; 0; 97.40
227.239; Target Shot
227.740; Target destroyed
228.743; Target respawned
237.569; Before Click; X; Practice; Static; 2.72; 0; 96.17
237.569; Button Pressed; X; Practice; Static; 2.72; 0; 96.17
237.569; Target Shot
238.070; Target destroyed
239.073; Target respawned
241.454; Before Click; X; Practice; Static; 2.72; 0; 94.41
241.454; Button Pressed; X; Practice; Static; 2.72; 0; 94.41
241.454; Target Shot
241.955; Target destroyed
242.958; Target respawned
267.892; Before Click; X; haptic; Line; 3.91; -0.5; 78.76
267.892; Button Pressed; X; haptic; Line; 3.91; -0.5; 78.76
267.892; Target Shot
268.394; Target destroyed
269.396; Target respawned
276.065; Before Click; X; haptic; Loop; 6.91; 1.5; 43.85
276.065; Button Pressed; X; haptic; Loop; 6.91; 1.5; 43.85
276.065; Target Shot
276.566; Target destroyed
277.568; Target respawned
281.759; Before Click; X; haptic; Square; 6.29; 1; 74.31
281.759; Button Pressed; X; haptic; Square; 6.29; 1; 74.31
281.759; Target Shot
282.260; Target destroyed
283.263; Target respawned
295.096; Before Click; X; haptic; Circle; 8.70; 2; 3.55
295.096; Button Pressed; X; haptic; Circle; 8.70; 2; 3.55
295.096; Target Shot
295.598; Target destroyed
296.600; Target respawned
