Time; Event Name; Button; Feedback; Target Path; Target Distance; Target Speed; Accuracy
73.747; Study Start
79.177; Target spawned
83.437; Before Click; X; Practice; Static; 2.21; 0; 95.77
83.437; Button Pressed; X; Practice; Static; 2.21; 0; 95.77
83.437; Target Shot
83.938; Target destroyed
84.941; Target respawned
87.279; Before Click; X; Practice; Static; 2.20; 0; 96.99
87.279; Button Pressed; X; Practice; Static; 2.20; 0; 96.99
87.279; Target Shot
87.781; Target destroyed
88.783; Target respawned
92.361; Before Click; X; Practice; Static; 2.20; 0; 92.44
92.361; Button Pressed; X; Practice; Static; 2.20; 0; 92.44
92.361; Target Shot
92.862; Target destroyed
93.864; Target respawned
97.260; Before Click; X; Practice; Static; 2.20; 0; 91.71
97.260; Button Pressed; X; Practice; Static; 2.20; 0; 91.71
97.260; Target Shot
97.761; Target destroyed
98.765; Target respawned
101.731; Before Click; X; Practice; Static; 2.19; 0; 96.92
101.731; Button Pressed; X; Practice; Static; 2.19; 0; 96.92
101.731; Target Shot
102.232; Target destroyed
103.235; Target respawned
107.133; Before Click; X; Practice; Static; 2.20; 0; 97.22
107.133; Button Pressed; X; Practice; Static; 2.20; 0; 97.22
107.133; Target Shot
107.634; Target destroyed
108.637; Target respawned
111.351; Before Click; X; Practice; Static; 2.19; 0; 98.03
111.351; Button Pressed; X; Practice; Static; 2.19; 0; 98.03
111.351; Target Shot
111.852; Target destroyed
112.855; Target respawned
114.957; Before Click; X; Practice; Static; 2.19; 0; 98.13
114.957; Button Pressed; X; Practice; Static; 2.19; 0; 98.13
114.957; Target Shot
115.458; Target destroyed
116.461; Target respawned
120.470; Before Click; X; Practice; Static; 2.19; 0; 96.38
120.470; Button Pressed; X; Practice; Static; 2.19; 0; 96.38
120.470; Target Shot
120.971; Target destroyed
121.974; Target respawned
128.935; Before Click; X; Practice; Static; 2.19; 0; 96.28
128.935; Button Pressed; X; Practice; Static; 2.19; 0; 96.28
128.935; Target Shot
129.436; Target destroyed
130.439; Target respawned
139.627; Before Click; X; haptic; Square; 5.23; 1; 60.22
139.627; Button Pressed; X; haptic; Square; 5.23; 1; 60.22
139.627; Target Shot
140.129; Target destroyed
141.131; Target respawned
142.843; Before Click; X; haptic; Loop; 9.17; 1.5; 24.31
142.843; Button Pressed; X; haptic; Loop; 9.17; 1.5; 24.31
142.843; Target Shot
143.345; Target destroyed
144.347; Target respawned
146.171; Before Click; X; haptic; Line; 3.94; 0.5; 68.70
146.171; Button Pressed; X; haptic; Line; 3.94; 0.5; 68.70
146.171; Target Shot
146.672; Target destroyed
147.675; Target respawned
150.668; Before Click; X; haptic; Circle; 8.43; 2; 16.79
150.668; Button Pressed; X; haptic; Circle; 8.43; 2; 16.79
150.668; Target Shot
151.169; Target destroyed
152.171; Target respawned
154.037; Before Click; X; haptic; Static; 2.18; 0; 93.08
154.037; Button Pressed; X; haptic; Static; 2.18; 0; 93.08
154.037; Target Shot
154.538; Target destroyed
155.541; Target respawned
295.905; Before Click; X; audio; Line; 3.65; 0.5; 44.65
295.905; Button Pressed; X; audio; Line; 3.65; 0.5; 44.65
295.905; Target Shot
296.407; Target destroyed
297.409; Target respawned
300.138; Before Click; X; audio; Square; 6.60; 1; 50.79
300.138; Button Pressed; X; audio; Square; 6.60; 1; 50.79
300.138; Target Shot
300.639; Target destroyed
301.642; Target respawned
