Time; Event Name; Button; Feedback; Target Path; Target Distance; Target Speed; Accuracy
375.035; Study Start
385.337; Target spawned
390.448; Before Click; Trigger; Practice; Static; 1.78; 0; 92.75
390.448; Button Pressed; Trigger; Practice; Static; 1.78; 0; 92.75
390.448; Target Shot
390.949; Target destroyed
391.951; Target respawned
394.875; Before Click; Trigger; Practice; Static; 1.78; 0; 91.76
394.875; Button Pressed; Trigger; Practice; Static; 1.78; 0; 91.76
394.875; Target Shot
395.377; Target destroyed
396.379; Target respawned
399.081; Before Click; Trigger; Practice; Static; 1.77; 0; 89.04
399.081; Button Pressed; Trigger; Practice; Static; 1.77; 0; 89.04
399.081; Target Shot
399.582; Target destroyed
400.585; Target respawned
403.342; Before Click; Trigger; Practice; Static; 1.77; 0; 94.69
403.342; Button Pressed; Trigger; Practice; Static; 1.77; 0; 94.69
403.342; Target Shot
403.843; Target destroyed
404.845; Target respawned
415.663; Before Click; Trigger; Practice; Static; 1.77; 0; 96.20
415.663; Button Pressed; Trigger; Practice; Static; 1.77; 0; 96.20
415.663; Target Shot
416.164; Target destroyed
417.167; Target respawned
419.868; Before Click; Trigger; Practice; Static; 1.84; 0; 97.91
419.868; Button Pressed; Trigger; Practice; Static; 1.84; 0; 97.91
419.868; Target Shot
420.369; Target destroyed
421.372; Target respawned
423.196; Before Click; Trigger; Practice; Static; 1.84; 0; 96.33
423.196; Button Pressed; Trigger; Practice; Static; 1.84; 0; 96.33
423.196; Target Shot
423.697; Target destroyed
424.700; Target respawned
427.846; Before Click; Trigger; Practice; Static; 1.82; 0; 95.80
427.846; Button Pressed; Trigger; Practice; Static; 1.82; 0; 95.80
427.846; Target Shot
428.347; Target destroyed
429.350; Target respawned
430.520; Before Click; Trigger; Practice; Static; 1.82; 0; 97.45
430.520; Button Pressed; Trigger; Practice; Static; 1.82; 0; 97.45
430.520; Target Shot
431.021; Target destroyed
432.023; Target respawned
432.914; Before Click; Trigger; Practice; Static; 1.82; 0; 97.83
432.914; Button Pressed; Trigger; Practice; Static; 1.82; 0; 97.83
432.914; Target Shot
433.416; Target destroyed
434.418; Target respawned
445.599; Before Click; Trigger; visual; Square; 4.52; 1; 98.23
445.599; Button Pressed; Trigger; visual; Square; 4.52; 1; 60.16
445.599; Target Shot
446.100; Target destroyed
447.102; Target respawned
450.361; Before Click; Trigger; visual; Line; 3.01; 0.5; 60.16
450.361; Button Pressed; Trigger; visual; Line; 3.01; 0.5; 88.32
450.361; Target Shot
450.862; Target destroyed
451.865; Target respawned
453.549; Before Click; Trigger; visual; Static; 1.80; 0; 88.32
453.549; Button Pressed; Trigger; visual; Static; 1.80; 0; 97.34
453.549; Target Shot
454.050; Target destroyed
455.053; Target respawned
462.571; Before Click; Trigger; visual; Circle; 8.66; 2; 97.34
462.571; Button Pressed; Trigger; visual; Circle; 8.66; 2; 7.58
462.571; Target Shot
463.073; Target destroyed
464.076; Target respawned
469.408; Before Click; Trigger; visual; Loop; 5.63; 1.5; 7.58
469.408; Button Pressed; Trigger; visual; Loop; 5.63; 1.5; 53.45
469.408; Target Shot
469.909; Target destroyed
470.912; Target respawned
479.503; Before Click; Trigger; haptic; Circle; 7.62; 2; 29.52
479.503; Button Pressed; Trigger; haptic; Circle; 7.62; 2; 29.52
479.503; Target Shot
480.004; Target destroyed
481.006; Target respawned
484.027; Before Click; Trigger; haptic; Square; 4.40; 1; 73.69
484.027; Button Pressed; Trigger; haptic; Square; 4.40; 1; 73.69
484.027; Target Shot
484.529; Target destroyed
485.531; Target respawned
487.647; Before Click; Trigger; haptic; Static; 1.78; 0; 90.55
487.647; Button Pressed; Trigger; haptic; Static; 1.78; 0; 90.55
487.647; Target Shot
488.149; Target destroyed
489.151; Target respawned
493.092; Before Click; Trigger; haptic; Loop; 7.55; 1.5; 35.03
493.092; Button Pressed; Trigger; haptic; Loop; 7.55; 1.5; 35.03
493.092; Target Shot
493.593; Target destroyed
494.596; Target respawned
496.378; Before Click; Trigger; haptic; Line; 3.16; 0.5; 72.16
