Time; Event Name; Button; Feedback; Target Path; Target Distance; Target Speed; Accuracy
58.612; Study Start
86.506; Target spawned
88.936; Before Click; X; Practice; Static; 2.16; 0; 91.32
88.936; Button Pressed; X; Practice; Static; 2.16; 0; 91.32
88.936; Target Shot
89.449; Target destroyed
90.463; Target respawned
91.171; Before Click; X; Practice; Static; 2.16; 0; 94.03
91.171; Button Pressed; X; Practice; Static; 2.16; 0; 94.03
91.171; Target Shot
91.671; Target destroyed
92.685; Target respawned
102.334; Before Click; X; Practice; Static; 2.19; 0; 87.51
102.334; Button Pressed; X; Practice; Static; 2.19; 0; 87.51
102.334; Target Shot
102.848; Target destroyed
103.862; Target respawned
104.875; Before Click; X; Practice; Static; 2.19; 0; 97.74
104.875; Button Pressed; X; Practice; Static; 2.19; 0; 97.74
104.875; Target Shot
105.389; Target destroyed
106.403; Target respawned
107.374; Before Click; X; Practice; Static; 2.19; 0; 98.15
107.374; Button Pressed; X; Practice; Static; 2.19; 0; 98.15
107.374; Target Shot
107.888; Target destroyed
108.902; Target respawned
109.429; Before Click; X; Practice; Static; 2.19; 0; 95.60
109.429; Button Pressed; X; Practice; Static; 2.19; 0; 95.60
109.429; Target Shot
109.943; Target destroyed
110.957; Target respawned
111.609; Before Click; X; Practice; Static; 2.20; 0; 95.64
111.609; Button Pressed; X; Practice; Static; 2.20; 0; 95.64
111.609; Target Shot
112.123; Target destroyed
113.137; Target respawned
113.984; Before Click; X; Practice; Static; 2.20; 0; 89.82
113.984; Button Pressed; X; Practice; Static; 2.20; 0; 89.82
113.984; Target Shot
114.497; Target destroyed
115.511; Target respawned
116.108; Before Click; X; Practice; Static; 2.20; 0; 3.53
116.108; Button Pressed; X; Practice; Static; 2.20; 0; 3.53
116.108; Target Shot
116.621; Target destroyed
117.622; Target respawned
118.219; Before Click; X; Practice; Static; 2.19; 0; 10.79
118.219; Button Pressed; X; Practice; Static; 2.19; 0; 10.79
118.219; Target Shot
118.732; Target destroyed
119.746; Target respawned
186.892; Before Click; X; visual; Loop; 7.49; 1.5; 0.56
186.892; Button Pressed; X; visual; Loop; 7.49; 1.5; 34.77
186.892; Target Shot
187.406; Target destroyed
188.419; Target respawned
190.113; Before Click; X; visual; Line; 3.88; 0.5; 34.77
190.113; Button Pressed; X; visual; Line; 3.88; 0.5; 89.13
190.113; Target Shot
190.613; Target destroyed
191.626; Target respawned
192.792; Before Click; X; visual; Static; 2.23; 0; 89.13
192.792; Button Pressed; X; visual; Static; 2.23; 0; 91.75
192.792; Target Shot
193.292; Target destroyed
194.306; Target respawned
196.069; Before Click; X; visual; Square; 5.16; 1; 91.75
196.069; Button Pressed; X; visual; Square; 5.16; 1; 69.17
196.069; Target Shot
196.569; Target destroyed
197.583; Target respawned
198.874; Before Click; X; visual; Circle; 9.48; 2; 69.17
198.874; Button Pressed; X; visual; Circle; 9.48; 2; 27.26
198.874; Target Shot
199.388; Target destroyed
200.401; Target respawned
438.147; Before Click; X; haptic; Loop; 6.94; 1.5; 13.53
438.147; Button Pressed; X; haptic; Loop; 6.94; 1.5; 13.53
438.147; Target Shot
438.661; Target destroyed
439.674; Target respawned
441.229; Before Click; X; haptic; Line; 4.11; 0.5; 68.86
441.229; Button Pressed; X; haptic; Line; 4.11; 0.5; 68.86
441.229; Target Shot
441.743; Target destroyed
442.757; Target respawned
445.228; Before Click; X; haptic; Square; 5.99; 1; 68.46
445.228; Button Pressed; X; haptic; Square; 5.99; 1; 68.46
445.228; Target Shot
445.742; Target destroyed
446.756; Target respawned
448.532; Before Click; X; haptic; Circle; 8.29; 2; 36.19
448.532; Button Pressed; X; haptic; Circle; 8.29; 2; 36.19
448.532; Target Shot
449.032; Target destroyed
450.046; Target respawned
451.948; Before Click; X; haptic; Static; 2.22; 0; 94.91
451.948; Button Pressed; X; haptic; Static; 2.22; 0; 94.91
451.948; Target Shot
452.462; Target destroyed
453.476; Target respawned
646.457; Before Click; X; audio; Square; 5.33; 1; 71.00
646.457; Button Pressed; X; audio; Square; 5.33; 1; 71.00
646.457; Target Shot
646.971; Target destroyed
647.984; Target respawned
651.164; Before Click; X; audio; Static; 2.12; 0; 95.27
651.164; Button Pressed; X; audio; Static; 2.12; 0; 95.27
651.164; Target Shot
651.678; Target destroyed
652.691; Target respawned
657.926; Before Click; X; audio; Line; 3.97; 0.5; 78.96
657.926; Button Pressed; X; audio; Line; 3.97; 0.5; 78.96
657.926; Target Shot
658.440; Target destroyed
659.453; Target respawned
663.688; Before Click; X; audio; Circle; 8.22; 2; 58.67
663.688; Button Pressed; X; audio; Circle; 8.22; 2; 58.67
663.688; Target Shot
664.202; Target destroyed
665.215; Target respawned
672.046; Before Click; X; audio; Loop; 6.34; 1.5; 17.24
672.046; Button Pressed; X; audio; Loop; 6.34; 1.5; 17.24
672.046; Target Shot
672.560; Target destroyed
673.560; Target respawned
887.304; Before Click; X; visual + haptic; Line; 4.16; -0.5; 74.13
887.304; Button Pressed; X; visual + haptic; Line; 4.16; -0.5; 74.13
887.304; Target Shot
887.818; Target destroyed
888.831; Target respawned
892.525; Before Click; X; visual + haptic; Loop; 8.71; 1.5; 18.90
